member_id,member_no,password,email,fbid,fbemail,mobile_no,salutation,firstname,middlename,lastname,birth_year,birth_month,birth_day,gender,hkid,address1,address2,address3,district,region,reg_source,referrer,reg_status,reg_ip,activate_key,hash_key,session,status,opt_in,member_level_id,member_category_id,available_point,crt_date,upd_date,crt_by_type,crt_by,upd_by_type,upd_by,record_status,fullname,member_level_name
1282,LFM101108,26D352CD-CAFC3882-53D9E99A-FC37BC43-B655FFC3-DC46DB60-1CE48D0C-CE8E0B10,LFM101108@palmary.com,,,1999101108,1,Liu Lai Fong Angel,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Liu Lai Fong Angel  ",Platinum
1283,LFM101135,8BA9AFE5-8B9A1DF2-921F41C6-8BF160D2-97E8392B-49156055-B9C9C80D-7AB050A7,LFM101135@palmary.com,,,1999101135,1,Leung Kwai Fong,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Leung Kwai Fong  ",Platinum
1284,LFM101139,0D610DB6-B38102B2-DA312DC8-6EB5EA4A-F86AC545-C9A8B131-C31B0EF0-6B8E6FFE,LFM101139@palmary.com,,,1999101139,1,Chu Oi Lin Irene,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Chu Oi Lin Irene  ",Platinum
1285,LFM101151,1A3A542A-3FA90A7E-C92B616F-D7DB677C-7F6EAB06-4329F8C0-5C62EE9C-D8B9B2F2,LFM101151@palmary.com,,,1999101151,1,Wong Yuk Ling Elaine,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Wong Yuk Ling Elaine  ",Platinum
1286,LFM101160,BF7D98A7-225EE73A-99B22842-3C69AC9E-2031A235-A7826A4B-2D74CDBF-7B400871,LFM101160@palmary.com,,,1999101160,1,Yeung Wing Yan Winnie,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Yeung Wing Yan Winnie  ",Platinum
1287,LFM101161,A8979C1D-AA3F03AF-D995CE1F-02141A68-BBC39099-29CD6416-2570B364-4614F4FA,LFM101161@palmary.com,,,1999101161,1,Lam Kwan Chun,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Lam Kwan Chun  ",Platinum
1288,LFM101163,72F24B9D-27B6C585-239932E0-92A10C1C-9AFBB6BE-72971329-9F520BF6-D2993DA0,LFM101163@palmary.com,,,1999101163,1,Leung Choi Kwai Candy,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Leung Choi Kwai Candy  ",Platinum
1289,LFM101168,7D786569-42B9C5F9-D5CC4F62-72FCB375-313C5E4C-1383A891-61AE00B9-599D7536,LFM101168@palmary.com,,,1999101168,1,Lam Kwan Fung,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Lam Kwan Fung  ",Platinum
1290,LFM101171,D4142432-1638E242-146BB338-E5B8DD7B-8C659B71-C55B1F73-6ADBAAF1-CAEA2C07,LFM101171@palmary.com,,,1999101171,1,Chan Yuk Ip,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Chan Yuk Ip  ",Platinum
1291,LFM101172,C6BC25CF-12E81736-EC0275C1-041636CA-69681057-35AFEEAC-CB4DB463-4ABEB39B,LFM101172@palmary.com,,,1999101172,1,Fong Po Kuen Angel,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Fong Po Kuen Angel  ",Platinum
1292,LFM101176,5A72A1CC-CE131EBF-4AAA57F5-4B2F30D4-6C7B8E96-B3C63D74-C30F9E92-AEF82E74,LFM101176@palmary.com,,,1999101176,1,Ng Pui Suen,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Ng Pui Suen  ",Platinum
1293,LFM101180,690AED5F-DDCEDA06-BD9771CD-17C9176B-2447D5F6-B1123CBB-5E3B0012-3CF0D9D8,LFM101180@palmary.com,,,1999101180,1,Yim Wai Man Mon,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Yim Wai Man Mon  ",Platinum
1294,LFM102034,F80C3D97-7EB8F898-BFA824F9-84671038-354ADDDE-5E5BF047-1246916B-B1DBAC33,LFM102034@palmary.com,,,1999102034,1,Martin Roland,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Martin Roland  ",Platinum
1295,LFM102106,EED8760D-80BDE5CA-935834EF-D759F274-48FE0C71-B1E7EE2E-D2A4399E-57241513,LFM102106@palmary.com,,,1999102106,1,Fok King Yan Kitty,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Fok King Yan Kitty  ",Platinum
1296,LFM102123,06F722E7-D1DC9790-DE992325-B8560341-0B1891F8-24541415-0CA9A328-7AED581C,LFM102123@palmary.com,,,1999102123,1,Li Lai King,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Li Lai King  ",Platinum
1297,LFM102126,0F6B4AA7-E305CBBF-F814EEBD-058802B2-4B744569-3BD215C6-6735A02B-96089B1C,LFM102126@palmary.com,,,1999102126,1,Ng Wai Ling Mona,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Ng Wai Ling Mona  ",Platinum
1298,LFM102142,203B8A5C-EA4A3D82-5062C8B0-E9655B82-5DF56AFF-E0D84ECB-627DB57A-622CB180,LFM102142@palmary.com,,,1999102142,1,Ko Shuk Fun,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Ko Shuk Fun  ",Platinum
1299,LFM102144,AC31D6E1-3FFCF3FC-8FB119E6-852F909D-CAC5059F-3AF19B01-467945BD-E7732A74,LFM102144@palmary.com,,,1999102144,1,Chan Mai Ling Terry,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Chan Mai Ling Terry  ",Platinum
1300,LFM102148,853A1F46-591ABB18-05AF1876-253E10F7-58E4B4DB-552C4776-F86651F8-02C01D8E,LFM102148@palmary.com,,,1999102148,1,Cheung Yue Hing,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Cheung Yue Hing  ",Platinum
1301,LFM102151,9C48825A-7AF976E6-77F3A1C8-64B7C74C-3893949E-3F0FEB80-599A42B7-DBBF7B8B,LFM102151@palmary.com,,,1999102151,1,Sin Mei Ling Iris,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Sin Mei Ling Iris  ",Platinum
1302,LFM102152,F6A93814-FE3F1F5C-1604D6DB-C17D2BE5-1352D635-19D9CB93-CD4D8830-A25BC5C8,LFM102152@palmary.com,,,1999102152,1,Chin Yau Wai Tammy,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Chin Yau Wai Tammy  ",Platinum
1303,LFM102160,F6C680DE-9867BF7B-930F9387-A8295966-C90CC15F-4633E54A-245C983A-525C9AA8,LFM102160@palmary.com,,,1999102160,1,Chan Kit Ling Queensa,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Chan Kit Ling Queensa  ",Platinum
1304,LFM102161,6575C344-6749ABC3-3BEAFCAA-697A7AF3-D54F25AA-281EEBCF-A66D14C8-A35E7395,LFM102161@palmary.com,,,1999102161,1,Chan Mai Lin Amy,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Chan Mai Lin Amy  ",Platinum
1305,LFM102178,0BFA58E8-BD2D275F-870D566C-57894050-D43FB8DE-DB39872E-7D3ED2EB-CCA08624,LFM102178@palmary.com,,,1999102178,1,Chiu Shuk Fong Fonnie,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Chiu Shuk Fong Fonnie  ",Platinum
1306,LFM102219,1A84B384-460A0663-834886CF-AC1F3E17-8085A6A4-C19B54D1-81971D1A-00427ED7,LFM102219@palmary.com,,,1999102219,1,Mok Oi Lin Irene,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Mok Oi Lin Irene  ",Platinum
1307,LFM102225,D49057F8-C5F6E894-9C4DE642-B948CA0A-7998AA6D-51890F34-005B188B-60BD7A4D,LFM102225@palmary.com,,,1999102225,1,Woo Sau Kuen,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Woo Sau Kuen  ",Platinum
1308,LFM102257,0A609C59-C9C830C9-9B926B4C-039D64AD-A3891579-54219395-FED6C473-397C3B68,LFM102257@palmary.com,,,1999102257,1,Lo Chor Sim,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Lo Chor Sim  ",Platinum
1309,LFM102263,C454A700-7C5EF4D0-59734CFB-8ACDE10F-78F2DA48-C1C4C79D-DFB9F24D-EE14C906,LFM102263@palmary.com,,,1999102263,1,Tsang Siu Lan,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Tsang Siu Lan  ",Platinum
1310,LFM102295,E0CE9CEC-E0210377-B52B1881-1666BC02-DE3D5865-5B4A7CA2-9325553A-C1D7C977,LFM102295@palmary.com,,,1999102295,1,Chiu Suk Yee Iman,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Chiu Suk Yee Iman  ",Platinum
1311,LFM102316,7642B2EA-73326356-4C54332A-CF4FACB2-DB65B3E8-0ACE5B2B-9BBB0009-5781BBDD,LFM102316@palmary.com,,,1999102316,1,Chan Wing Man Munny,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Chan Wing Man Munny  ",Platinum
1312,LFM102335,6BC54D62-B621A1ED-B0B9CADE-2A96D84D-CE304E31-7005508E-7DA4758D-6647CCAF,LFM102335@palmary.com,,,1999102335,1,Tsang Hoi Yin Boogie,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Tsang Hoi Yin Boogie  ",Platinum
1313,LFM102336,1B54A4C4-852047A6-DE6C04F8-7E4BC9F4-3D9E5681-5B1E7FED-E20C2852-8FEBEB50,LFM102336@palmary.com,,,1999102336,1,Kok Man Lai Ada,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Kok Man Lai Ada  ",Platinum
1314,LFM102352,4D7923DE-1D7ECA01-52604FDA-88C35531-3277D7DD-C2DF00D8-76D80311-4207D46E,LFM102352@palmary.com,,,1999102352,1,Lee Yuk Wa Loretta,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Lee Yuk Wa Loretta  ",Platinum
1315,LFM102361,AEE149DB-F5DAF8D3-36201B54-DD7C3B42-6663EA3C-2E152E05-2C0A3E40-F212B2ED,LFM102361@palmary.com,,,1999102361,1,Wu Mi Ling,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Wu Mi Ling  ",Platinum
1316,LFM102363,EB2282BE-7DF58D54-80CD52E4-A20ECA5E-DDFAB8B1-2DD9A1E6-283C3CAA-25DBA164,LFM102363@palmary.com,,,1999102363,1,Esther Wong,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Esther Wong  ",Platinum
1317,LFM102367,D2DB3662-29BA460A-01C13972-C2C9165F-863AD3A2-F98858F8-9EA77CD4-6953B511,LFM102367@palmary.com,,,1999102367,1,Sandy Wong,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Sandy Wong  ",Platinum
1318,LFM102370,14850A81-662B8002-593B8ECD-A7A3E7EE-8FC1E8AA-F9C312EB-82D69D98-497AD29B,LFM102370@palmary.com,,,1999102370,1,Carmen Chuang,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Carmen Chuang  ",Platinum
1319,LFM102378,7B0C0DEF-5436D954-65AEFB49-098D1B13-E7419728-2F831170-C81EBF01-A308F485,LFM102378@palmary.com,,,1999102378,1,Ng Lai Yuk,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Ng Lai Yuk  ",Platinum
1320,LFM102380,DF597E33-C3B2585D-604F3C88-0930738C-B4065DD2-602B627A-9BF40532-8FD7D4A2,LFM102380@palmary.com,,,1999102380,1,Angel Yuen,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Angel Yuen  ",Platinum
1321,LFM102381,367C0696-ACD41A5D-B069D280-6154A7AE-5B223B49-2B3CF8D0-5BB76B7A-E9EB3FF1,LFM102381@palmary.com,,,1999102381,1,April Chan,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"April Chan  ",Platinum
1322,LFM102386,A6245A91-40601318-097672AC-2DE53EB7-BC35D021-3E75572C-8559E2B8-874E4E55,LFM102386@palmary.com,,,1999102386,1,Mandy Har,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Mandy Har  ",Platinum
1323,LFM102389,DF0F67B5-5F74536E-92BF77E8-6927922F-6F8EBA19-BFAB6C07-CEFDAE0A-FFE0A5E6,LFM102389@palmary.com,,,1999102389,1,Canny Fung,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Canny Fung  ",Platinum
1324,LFM102390,48E09E8E-C5394ADC-95E044CB-B9950069-A11BD9E3-818A1125-8A38000D-C4872A52,LFM102390@palmary.com,,,1999102390,1,LAW Wai Fan,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"LAW Wai Fan  ",Platinum
1325,LFM103001,D3EAB6E9-7B30820A-8D55105F-920327C9-32E0F76D-C74E28EC-39E8943F-FBCDC24A,LFM103001@palmary.com,,,1999103001,1,Elizabeth Liu,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Elizabeth Liu  ",Platinum
1326,LFM104015,577E02C8-D9D069E2-2F409D81-33296A37-C7F98232-F10FA974-3CDBECC2-7F75CF70,LFM104015@palmary.com,,,1999104015,1,Shirley Tsoi,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Shirley Tsoi  ",Platinum
1327,LFM104018,BB0DDB6B-BC53EAA9-D93027A3-94AFA677-AC55E2C2-246D3F89-DD586C67-A47F2DAB,LFM104018@palmary.com,,,1999104018,1,Chau Wan Ling,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Chau Wan Ling  ",Platinum
1328,LFM109002,F4D2132A-14CB4602-AC1CD618-1B69DC3F-B654362C-D1A467CE-223279CE-70D5CB97,LFM109002@palmary.com,,,1999109002,1,Samantha Siu,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Samantha Siu  ",Platinum
1329,LFM109003,70D372CB-B72C005F-CE004417-DFDB5828-0537DD62-3212945C-B506980C-C5904CFF,LFM109003@palmary.com,,,1999109003,1,Kan Cheung,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Kan Cheung  ",Platinum
1330,LFM109004,E8B9D68A-EC958198-137D15B1-AD5FE767-15D706BB-50EF5E0F-E4E430AB-433752E0,LFM109004@palmary.com,,,1999109004,1,Lee Yin Ching,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Lee Yin Ching  ",Platinum
1331,LFM110002,CA7AB301-C2F120C0-DD7E5982-27413110-C8CF011C-FC2C2ECF-C2AB91DE-B82F6846,LFM110002@palmary.com,,,1999110002,1,Eliza Keung,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Eliza Keung  ",Platinum
1332,LFM110014,52B77296-998811E4-3B916822-99E8DCF3-ABCF1B07-8B03B439-B35BD696-8842F81E,LFM110014@palmary.com,,,1999110014,1,Lau Siu Mi,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Lau Siu Mi  ",Platinum
1333,LFM110339,47533258-5C44E325-ADFD1D7A-4A5D4CE7-FA5C6BD0-9F753BD2-8EBBC609-B376D3DC,LFM110339@palmary.com,,,1999110339,1,Tang Wai Ching Jane,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Tang Wai Ching Jane  ",Platinum
1334,LFM110365,3C48C019-B27834F6-9FB5069E-47B38058-83A737FE-0B8D1883-E81FF4D9-E13FB54E,LFM110365@palmary.com,,,1999110365,1,Ng Man Hung,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Ng Man Hung  ",Platinum
1335,LFM110383,5E31D3DB-04698759-155DC911-1FE81FAB-916B8C89-89D4ACFA-5C279B21-7DE6BE21,LFM110383@palmary.com,,,1999110383,1,Lam See Vun Sylvia,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Lam See Vun Sylvia  ",Platinum
1336,LFM110406,1AA3869A-4BCFEA19-01E68E62-6F6C1C6F-71BE88F4-0F74BEC2-EA6145A7-6032C59B,LFM110406@palmary.com,,,1999110406,1,Ho Siu King,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:27,2014/5/13 下午 03:26:27,2,1,2,1,0,"Ho Siu King  ",Platinum
1337,LFM110505,A6C798BC-49FB5286-013AC4F0-95F199EF-5E3CE4A2-A3D828EC-F5CAD73E-88D6E461,LFM110505@palmary.com,,,1999110505,1,Lau Yuen Wan,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:28,2014/5/13 下午 03:26:28,2,1,2,1,0,"Lau Yuen Wan  ",Platinum
1338,LFM110509,6979D034-7A66A0D8-B1C1398F-37F32983-9DEBF8DE-4EA10B6D-0C5B319C-E40A9AC3,LFM110509@palmary.com,,,1999110509,1,Lau Yuk Wan,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:28,2014/5/13 下午 03:26:28,2,1,2,1,0,"Lau Yuk Wan  ",Platinum
1339,LFM110527,6E4C1246-4449832D-9437E30C-5DE01C7E-9D3CFFF7-D208F046-2188A559-207FA5F9,LFM110527@palmary.com,,,1999110527,1,Kwong Man Yiu Stella,,,1900,1,1,1,Z1234,,,,0,0,0,,0,::1,,,,1,0,4,7,0,2014/5/13 下午 03:26:28,2014/5/13 下午 03:26:28,2,1,2,1,0,"Kwong Man Yiu Stella  ",Platinum
